PeakID (cmd=annotatePeaks.pl merge_chipseq_chipnexus_q10/merge2chip_q10_given.txt dm3 -go merge_chipseq_chipnexus_q10/GO/merge2chip_q10_given/ -genomeOntology merge_chipseq_chipnexus_q10/GenomeOntology/merge2chip_q10_given/ -annStats merge_chipseq_chipnexus_q10/merge2chip_q10_given_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chrX-20380202-1	chrX	20380079	20380326	+	0.000000	wtElba3__elba3Elba3	intron (NM_001258851, intron 2 of 15)	intron (NM_001258851, intron 2 of 15)	1519	NM_134552	33048	Dm.7998	NM_134552		RhoGAP19D	1412|CG1412|Dmel\CG1412	Rho GTPase activating protein at 19D	protein-coding
Merged-chr2L-4363875-3	chr2L	4363643	4364138	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	non-coding (NR_144659, exon 1 of 2)	non-coding (NR_144659, exon 1 of 2)	362	NR_144659	19834826		NR_144659		CR45363	Dmel\CR45363	ncRNA	ncRNA
Merged-chrX-21883049-1	chrX	21882877	21883221	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_001038768)	promoter-TSS (NM_001038768)	814	NM_001272846	33135	Dm.6439	NM_134621		CG12576	Dmel\CG12576|anon-WO0140519.40	uncharacterized protein	protein-coding
Merged-chr3L-19933454-1	chr3L	19933325	19933584	+	0.000000	wtInsv__insvInsv	intron (NM_001259909, intron 1 of 20)	intron (NM_001259909, intron 1 of 20)	1067	NM_001259909	40180	Dm.2181	NM_079449		Ac76E	AC 76E|AC76E|CG7978|DAC2|DAC76E|Dmel\CG7978|ac76e	Adenylyl cyclase 76E	protein-coding
Merged-chr3L-16474214-2	chr3L	16474048	16474345	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1	intron (NM_079383, intron 1 of 3)	intron (NM_079383, intron 1 of 3)	2554	NM_079383	39833	Dm.2987	NM_079383		aos	Aos|Argos|CG4531|DmAos|Dmel\CG4531|arg|gil|l(3)05845|l(3)05959|l(3)j5E11|l(3)rJ472|l(3)rJ812|l(3)rQ526|rlt|sty	argos	protein-coding
Merged-chr2L-11960360-5	chr2L	11959331	11961180	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	non-coding (NR_047941, exon 2 of 2)	non-coding (NR_047941, exon 2 of 2)	-6752	NR_047938	12798161		NR_047938		bft	263a|CR31863|CR33580|CR42938|Dmel\CR42938|Dmel_CR31863|Dmel_CR33580|dme-miR-263a|dme-mir-263a|miR-263|miR-263a|mir-263a	bereft	ncRNA
Merged-chr3L-9349973-1	chr3L	9349852	9350095	+	0.000000	wtInsv__insvInsv	intron (NM_168325, intron 1 of 7)	intron (NM_168325, intron 1 of 7)	1010	NM_140043	39065	Dm.903	NM_140043		UGP	CG4347|Dmel\CG4347|UDPGPP|UGPase	UGP	protein-coding
Merged-chr2R-9965123-1	chr2R	9965009	9965238	+	0.000000	wtInsv__insvInsv	intron (NM_001259386, intron 3 of 10)	intron (NM_001259386, intron 3 of 10)	-12707	NM_001144193	7354427		NM_001144193		CG42287	CG13353|Dmel\CG42287|Dmel_CG13353	uncharacterized protein	protein-coding
Merged-chr2R-8926371-1	chr2R	8926109	8926633	+	0.000000	wtInsv__insvInsv	Intergenic	Intergenic	8390	NM_001299441	36433	Dm.24504	NM_136988		CG13323	Dmel\CG13323|FBgn0033788	uncharacterized protein	protein-coding
Merged-chrX-8070819-6	chrX	8070483	8071283	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	5' UTR (NM_132230, exon 1 of 8)	5' UTR (NM_132230, exon 1 of 8)	335	NM_132230	44111		NM_132230		slpr	CG2272|D-MLK|Dmel\CG2272|JNKKK|MLK|MLK2|Mlk2|Slpr|dMLK|dMLK2	slipper	protein-coding
Merged-chr3L-13067673-1	chr3L	13067395	13067952	+	0.000000	wtInsv__insvInsv	Intergenic	Intergenic	8079	NR_073928	14462854		NR_073928		CR43652	Dmel\CR43652	ncRNA	ncRNA
Merged-chr3L-264307-1	chr3L	264168	264447	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_138177)	promoter-TSS (NM_138177)	73	NM_138177	38045	Dm.795	NM_138177		Tudor-SN	CG7008|Dmel\CG7008|SND1|TSN|TSN-1|TUDOR-SN|dP100|p100|tudor-SN	Tudor staphylococcal nuclease	protein-coding
Merged-chr2R-2986348-4	chr2R	2985705	2987003	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	5' UTR (NM_001273832, exon 1 of 7)	5' UTR (NM_001273832, exon 1 of 7)	291	NM_165507	53557	Dm.1620	NM_080251		esn	CG12833|CG12835|CG43722|Dm_2R:11728|Dmel\CG43722|Dmel_CG12833|Dmel_CG12835	espinas	protein-coding
Merged-chr3R-19363778-1	chr3R	19363699	19363858	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	exon (NM_142897, exon 2 of 2)	exon (NM_142897, exon 2 of 2)	852	NM_142897	42776		NM_142897		CG10168	Dmel\CG10168	uncharacterized protein	protein-coding
Merged-chr3L-16577404-2	chr3L	16577212	16577638	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	promoter-TSS (NM_001275026)	promoter-TSS (NM_001275026)	52	NM_001275026	39846	Dm.5165	NM_140648		UQCR-C2	BEST:GH10978|CG 4169|CG4169|Dmel\CG4169|UCR2|anon-EST:Posey245	Ubiquinol-cytochrome c reductase core protein 2	protein-coding
Merged-chr3R-5006840-1	chr3R	5006733	5006948	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	intron (NM_169258, intron 8 of 12)	intron (NM_169258, intron 8 of 12)	3601	NM_141610	41093	Dm.28006	NM_141610		CG11997	Dmel\CG11997	uncharacterized protein	protein-coding
Merged-chr3R-6705216-3	chr3R	6704878	6705509	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_141775)	promoter-TSS (NM_141775)	-152	NM_141775	41314	Dm.27919	NM_141775		CG14695	Dmel\CG14695	uncharacterized protein	protein-coding
Merged-chr2R-8068261-1	chr2R	8068016	8068507	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_136894)	promoter-TSS (NM_136894)	133	NM_136895	36311	Dm.37984	NM_136895		wash	CG13176|Dmel\CG13176|WASH|Wash|p63|p65	washout	protein-coding
Merged-chr3LHet-600057-4	chr3LHet	599918	600207	+	0.000000	wtElba3__elba3Elba3|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	TTS (NM_001015224)	TTS (NM_001015224)	1232	NM_001015223	3354977	Dm.29312	NM_001015223		MED21	CG17397|CG40364|Dmel\CG17397|Med21|Trap19|dSRB7|dTRAP19|p18	Mediator complex subunit 21	protein-coding
Merged-chr3R-24696260-1	chr3R	24696223	24696297	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_001170294)	TTS (NM_001170294)	-2367	NM_143384	43408	Dm.29811	NM_143384		CG14529	Dmel\CG14529	uncharacterized protein	protein-coding
Merged-chr2R-17736054-5	chr2R	17735858	17736312	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-9782	NM_137771	37490	Dm.27777	NM_137771		CG4372	Dmel\CG4372	CG4372	protein-coding
Merged-chrX-301587-11	chrX	300171	302623	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	intron (NM_001144667, intron 2 of 2)	intron (NM_001144667, intron 2 of 2)	-2357	NM_057275	30983	Dm.1705	NM_057275		l(1)sc	AS-C T3|AS-T3|ASC-T3|CG3839|Dmel\CG3839|EG:198A6.2|L'Sc|L'sc|L(1)sc|T3|ascT3|bHLHc28|l'sc|l(1)1Ba|l-sc|l[1]sc|lsc|sc/T3	lethal of scute	protein-coding
Merged-chr3L-19967160-1	chr3L	19967058	19967263	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	intron (NM_001259909, intron 14 of 20)	intron (NM_001259909, intron 14 of 20)	5752	NM_140906	40181	Dm.24020	NM_140906		CG14182	Dmel\CG14182	uncharacterized protein	protein-coding
Merged-chr3L-4139070-2	chr3L	4138724	4139408	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	promoter-TSS (NM_079193)	promoter-TSS (NM_079193)	-10	NM_079193	38494	Dm.31139	NM_079193		Ras64B	BcDNA:RE36103|C-ras2|CG1167|D-ras-2|D-ras2|DRas2|Dm-ras-64B|Dmel\CG1167|Dmras64B|Dras2|Dras64B|RAS|RAS2|RAS64B|Ras|Ras2|c-ras2|ras|ras-2|ras2	Ras oncogene at 64B	protein-coding
Merged-chr3R-5536523-17	chr3R	5535170	5537859	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_079571)	promoter-TSS (NM_079571)	245	NM_141674	41179	Dm.2210	NM_141674		trbd	CG9448|Dmel\CG9448|Q9VH90|Trbd	trabid	protein-coding
Merged-chr3R-4127130-3	chr3R	4126960	4127373	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_141524)	promoter-TSS (NM_141524)	4	NM_079551	40980	Dm.2468	NM_079551		mRpL1	CG7494|Dmel\CG7494|L1	mitochondrial ribosomal protein L1	protein-coding
Merged-chr3L-11041704-1	chr3L	11041563	11041845	+	0.000000	wtInsv__insvInsv	intron (NM_001274765, intron 1 of 6)	intron (NM_001274765, intron 1 of 6)	347	NM_001274763	39231	Dm.11317	NM_140167		CG43693	CG34239|CG6327|Dmel\CG43693|Dmel_CG34239|Dmel_CG6327	uncharacterized protein	protein-coding
Merged-chrX-7015148-1	chrX	7015075	7015222	+	0.000000	Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NR_123817)	promoter-TSS (NR_123817)	-374	NR_123817	19835991		NR_123817		CR45532	Dmel\CR45532	ncRNA	ncRNA
Merged-chrX-6244456-1	chrX	6244321	6244592	+	0.000000	wtInsv__insvInsv	promoter-TSS (NM_132090)	promoter-TSS (NM_132090)	-22	NM_001316630	31578	Dm.5358	NM_132090		ND-B16.6	CG3446|Dmel\CG3446|NB6M	NADH dehydrogenase (ubiquinone) B16.6 subunit	protein-coding
Merged-chr2L-15730132-1	chr2L	15730006	15730258	+	0.000000	wtInsv__insvInsv	exon (NM_057612, exon 2 of 4)	exon (NM_057612, exon 2 of 4)	1652	NM_057612	34924	Dm.3509	NM_057611		CycE	3938|BG:DS07108.3|CDI7|CG3938|CYCE|Cdi7|Cyc|Cyc E|CycEI|CyclE|CyeE|D-CycE|DmCycE|DmcycE|DmcyclinE|Dmel\CG3938|br37|cdi7|cycE|cyclinE|cycline|dCycE|dm-cycE|fond|l(2)05206|l(2)35Dd|l(2)br37|l(2)k02514|l(2)k02602|l(2)k05007|l35Dd	Cyclin E	protein-coding
Merged-chr3L-14159717-3	chr3L	14159578	14159853	+	0.000000	wtElba2__elba2Elba2|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	10922	NM_001274902	39570	Dm.1835	NM_079342		D	CG5893|DM10|DM23|DM33|DM36|DM63|Dmel\CG5893|SOX70|SOX70D|SOXB2.1|SOXDP|Sox B2-1|Sox70|Sox70D|Sry-rDM10|Sry-rDM23|Sry-rDM33|Sry-rDM36|Sry-rDM63|delta|fish|l(3)LG9|loD	Dichaete	protein-coding
Merged-chr3L-19476294-1	chr3L	19476258	19476330	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_140859)	TTS (NM_140859)	3304	NM_140859	40116	Dm.33995	NM_140859		brv1	CG9472|CT26822|Dmel\CG9472	brivido-1	protein-coding
Merged-chr2L-21251413-2	chr2L	21251166	21251577	+	0.000000	wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	intron (NM_165364, intron 2 of 7)	intron (NM_165364, intron 2 of 7)	-9797	NM_136258	35399	Dm.11738	NM_136258		l(2)k14505	CG8674|Dmel\CG8674	lethal (2) k14505	protein-coding
Merged-chr2L-901748-1	chr2L	901650	901846	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NR_002078)	promoter-TSS (NR_002078)	-94	NR_002078	3772037	Dm.34169	NR_002078		snRNA:U1:95Ca	95C U1|CR31341|DMU1951|Dmel\CR31341|K5|U1|U1 snRNA|U1-95.1|U1-95Ca|U1951|U1:95C|U1:95Ca|U1a|U1a-95Ca|U1snRNA|U1snRNA 95.1|U1snRNA95Ca|snRNA-U1-95.1|snRNA:U1|u1a	small nuclear RNA U1 at 95Ca	ncRNA
Merged-chr3L-7936416-1	chr3L	7936329	7936503	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	3006	NM_001274625	14462838	Dm.38916	NM_001274625		CG43880	Dmel\CG43880|lincRNA.466	uncharacterized protein	protein-coding
Merged-chr3R-5204576-3	chr3R	5204346	5204801	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2	intron (NM_169274, intron 3 of 12)	intron (NM_169274, intron 3 of 12)	-4040	NM_169275	41118	Dm.8026	NM_079564		FER	CG8874|DFER|DFer|Dfer|Dfps|Dm FPS|DmHD-179|Dmel\CG8874|FPS|Fer|FpS95D|Fps85D|HD-179|dFer|dfer|dfps|dfps 85D|dfps85D|fer|fps|fps85D	FER tyrosine kinase	protein-coding
Merged-chr3L-16580390-4	chr3L	16579927	16580903	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1	promoter-TSS (NM_079389)	promoter-TSS (NM_079389)	26	NM_168675	317891	Dm.15218	NM_168675		CG32163	Dmel\CG32163	uncharacterized protein	protein-coding
Merged-chr2R-8476160-10	chr2R	8473843	8477946	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2	promoter-TSS (NR_037740)	promoter-TSS (NR_037740)	763	NM_001259353	36382	Dm.4374	NM_136955		Sin3A	159A11T|27/3|97/15|CG8815|Dmel\CG8815|ES2-3|ESTS:159A11T|EY2-9|SIN3|SIN3A|Sin 3A|Sin3|Sin3a|dSin3|dSin3A|l(2)08269|l(2)k02703|l(2)k05415|l(2)k09715|ld|sin3|sin3A|sin3a|sni3	Sin3A	protein-coding
Merged-chr2L-8287661-1	chr2L	8287492	8287830	+	0.000000	wtInsv__insvInsv	intron (NM_164804, intron 2 of 12)	intron (NM_164804, intron 2 of 12)	-7497	NR_073743	14462725		NR_073743		CR43752	Dmel\CR43752	ncRNA	ncRNA
Merged-chrX-3919497-1	chrX	3919431	3919564	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	23740	NR_123786	19835470		NR_123786		CR45482	Dmel\CR45482	ncRNA	ncRNA
Merged-chr2L-7877899-3	chr2L	7877546	7878037	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	intron (NM_135316, intron 1 of 4)	intron (NM_135316, intron 1 of 4)	1761	NM_135316	34077	Dm.3500	NM_135316		spz3	CG14533|CG7104|CT21967|CT34263|Dmel\CG7104|Spz3	spatzle 3	protein-coding
Merged-chr2L-18441865-12	chr2L	18441249	18442346	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	TTS (NM_078871)	TTS (NM_078871)	1431	NM_001299113	35098	Dm.6957	NM_078871		RpS26	CG10305|Dmel\CG10305|M(2)36F|M(2)S13|M(2)m|M[[s]]|Rps26|anon-EST:fe2A3|l(2)04553|l(2)36Fa|rpS26|rpS31	Ribosomal protein S26	protein-coding
Merged-chr3R-21302689-1	chr3R	21302450	21302929	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_143140)	promoter-TSS (NM_143140)	-36	NM_143140	43079	Dm.13862	NM_143140		MED28	BcDNA:GM31575|CG5121|Dmel\CG5121|Med23|Med28|dMED23	Mediator complex subunit 28	protein-coding
Merged-chrX-6189426-2	chrX	6189183	6189669	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_132083)	promoter-TSS (NM_132083)	4	NM_132083	31571	Dm.2312	NM_132083		CG3815	Dmel\CG3815|PF1|Pf1	CG3815	protein-coding
Merged-chr3L-14600952-2	chr3L	14600808	14601076	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-6616	NM_206352	39592	Dm.5109	NM_140452		shd	314a1|CG13478|CYP314A1|Cyp314a1|Dmel\CG13478|cyp314a1	shade	protein-coding
Merged-chr3RHet-2378504-1	chr3RHet	2378432	2378576	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	intron (NM_001300713, intron 2 of 10)	intron (NM_001300713, intron 2 of 10)	-2035	NM_001144066	7354470	Dm.37091	NM_001144066		CG42402	CG12453|CG41358|Dmel\CG42402|Dmel_CG12453|Dmel_CG41358	uncharacterized protein	protein-coding
Merged-chr2R-6307433-5	chr2R	6307035	6307913	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_136739)	TTS (NM_136739)	1100	NM_136739	36099	Dm.18816	NM_136739		CG11825	BcDNA:RE25483|Dmel\CG11825|dHIG1	uncharacterized protein	protein-coding
Merged-chr2L-10978559-1	chr2L	10978392	10978726	+	0.000000	wtElba1__elba1Elba1	exon (NM_135633, exon 2 of 5)	exon (NM_135633, exon 2 of 5)	1787	NM_001273440	34519	Dm.402	NM_135633		SCAR	BEST:SD02991|CG4636|D-SCAR|DWave|DmSCAR|Dmel\CG4636|Dscar|SCAR/WAVE|Scar|WAVE|WAVE/SCAR|Wave|dWAVE|l(2)k03107|l(2)k13811|scar|wave	SCAR	protein-coding
Merged-chr3R-255016-1	chr3R	254779	255254	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_141212)	promoter-TSS (NM_141212)	41	NM_168996	40562	Dm.6908	NM_141212		srl	CG 9809|CG9809|Dmel\CG9809|PGC-1|PGC-1-alpha|Spargel|Srl|cg9809|dPCG1alpha|dPGC|dPGC-1|dPGC1	spargel	protein-coding
Merged-chr2L-6489250-1	chr2L	6489151	6489350	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_135192)	promoter-TSS (NM_135192)	160	NM_135193	33908	Dm.3125	NM_135193		epsilonCOP	BcDNA:LD29885|CG9543|Dmel\CG9543|bcDNA:LD29885|epsilon-COP|epsilon-Cop	Coat Protein (coatomer) epsilon	protein-coding
Merged-chr2L-5624251-1	chr2L	5624193	5624309	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_001298702)	promoter-TSS (NM_001298702)	-489	NM_001298702	19836250		NM_001298702		Cyp6a16	6a16|CG7249|CR7249|Cyp6a16Psi|Cyp6a16p|Dmel\CG7249	Cyp6a16	protein-coding
Merged-chr3L-5922660-2	chr3L	5922359	5922962	+	0.000000	wtElba3__elba3Elba3	TTS (NM_079219)	TTS (NM_079219)	1144	NM_001014568	38668	Dm.11461	NM_001014566		CG33523	BcDNA:GH09028|CG10727|CG10977|CG32410|Dmel\CG33523|Vap-33B	uncharacterized protein	protein-coding
Merged-chr2L-9613632-5	chr2L	9613248	9614054	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_135458)	TTS (NM_135458)	237	NM_078802	34281	Dm.2664	NM_078802		Trx-2	31884|CG31884|CG3864|DTrx-2|DmTrx-2|DmelTrx-2|Dmel\CG31884|Trx|anon-WO0118547.188|dmtrx-2	thioredoxin-2	protein-coding
Merged-chr2R-5988283-2	chr2R	5987901	5988665	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_001014516)	promoter-TSS (NM_001014516)	-258	NM_001014515	36059	Dm.4705	NM_057537		14-3-3zeta	14-3-3|14-3-3 zeta|14-3-3-Leo|14-3-3-zeta|14-3-3ZETA|14-3-3leo|2G1|4-3-3 zeta|5.11|549|BEST:GH05075|CG17870|D14-3-3|D14-3-3zeta|Dmel\CG17870|K|LEO|Leo|PAR-5|PAR5|Par-5|d14-3-3zeta|l(2)07103|l(2)46CFe|l(2)46Ee|leo|par-5	14-3-3zeta	protein-coding
Merged-chr2L-6719500-2	chr2L	6719466	6719551	+	0.000000	Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	TTS (NM_001042876)	TTS (NM_001042876)	1883	NM_135222	33943	Dm.6016	NM_135222		Aatf	AATF|CG11188|Che-1|Dmel\CG11188|anon-WO0118547.190|nutmeg	Apoptosis antagonizing transcription factor	protein-coding
Merged-chr2L-7885752-7	chr2L	7884903	7886776	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1	promoter-TSS (NM_135318)	promoter-TSS (NM_135318)	336	NM_001042879	4379884	Dm.33148	NM_001042879		CG34132	Dmel\CG34132	uncharacterized protein	protein-coding
Merged-chr2L-11844718-1	chr2L	11844629	11844807	+	0.000000	Elba1_ChIPnexus_narrowPeak_q10.bed	TTS (NM_001169489)	TTS (NM_001169489)	1034	NM_001298924	8673962	Dm.6824	NM_001169489		CG42486	CG42501|Dmel\CG42486	uncharacterized protein	protein-coding
Merged-chrX-15839085-1	chrX	15838887	15839283	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_132864)	promoter-TSS (NM_132864)	74	NM_132864	32558	Dm.10807	NM_132864		Rrp47	CG8928|Dmel\CG8928|dRrp47|lincRNA.1007	Ribosomal RNA processing 47	protein-coding
Merged-chr3R-4089061-2	chr3R	4088872	4089237	+	0.000000	wtElba3__elba3Elba3|Elba3_ChIPnexus_narrowPeak_q10.bed	exon (NM_079550, exon 3 of 4)	exon (NM_079550, exon 3 of 4)	1119	NM_079550	40972	Dm.2177	NM_079550		RpA-70	CG9633|D-RPA70|D-SSB|DRP-A|DmRPA|Dmel\CG9633|RP-A|RPA|RPA 70|RPA 70 kDa|RPA1|RPA70|RpA1|RpA70|Rpa-70|Ssb-70|dRP-A|dmrpa1|i164	Replication Protein A 70	protein-coding
Merged-chr3R-465988-1	chr3R	465852	466124	+	0.000000	wtElba3__elba3Elba3	5' UTR (NM_001170036, exon 2 of 3)	5' UTR (NM_001170036, exon 2 of 3)	810	NM_169012	40576	Dm.7282	NM_141225		CG9775	Dmel\CG9775	CG9775	protein-coding
Merged-chr2L-20148524-5	chr2L	20148335	20148694	+	0.000000	wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed	Intergenic	Intergenic	-13591	NM_001299166	35303	Dm.27712	NM_136185		CG10651	38C.2|Dmel\CG10651	uncharacterized protein	protein-coding
Merged-chr2L-429544-1	chr2L	429430	429659	+	0.000000	wtElba3__elba3Elba3	Intergenic	Intergenic	-1683	NM_001272894	33218	Dm.247	NM_057492		ex	1270|CG4114|Dmel\CG4114|Ex|Expanded|brl|l(2)01270|l(2)ey	expanded	protein-coding
Merged-chr2R-4921973-3	chr2R	4921899	4922056	+	0.000000	Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-3427	NM_001043068	35908	Dm.6060	NM_136597		CG8170	Dmel\CG8170|SP54	CG8170	protein-coding
Merged-chrX-11809579-2	chrX	11809437	11809723	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1	intron (NM_167313, intron 1 of 7)	intron (NM_167313, intron 1 of 7)	1713	NM_167313	32154	Dm.14808	NM_132540		pot	CG2467|Dmel\CG2467	papillote	protein-coding
Merged-chr2R-17580090-1	chr2R	17579796	17580384	+	0.000000	wtInsv__insvInsv	TTS (NM_137763)	TTS (NM_137763)	1005	NM_001169772	8674001	Dm.30885	NM_001169772		CG42496	Dmel\CG42496|Dromel_CG30290_FBtr0071672_cx9c_uORF	uncharacterized protein	protein-coding
Merged-chr2L-19400756-1	chr2L	19400727	19400785	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_001038824)	TTS (NM_001038824)	-2263	NM_136117	35213	Dm.472	NM_136117		CG17544	Dmel\CG17544	uncharacterized protein	protein-coding
Merged-chr3L-1746403-1	chr3L	1746226	1746581	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_139399)	promoter-TSS (NM_139399)	-504	NM_139399	38222	Dm.14911	NM_139399		CG13921	Dmel\CG13921	uncharacterized protein	protein-coding
Merged-chr3L-21269267-3	chr3L	21269022	21269435	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	intron (NM_168894, intron 1 of 5)	intron (NM_168894, intron 1 of 5)	217	NM_079472	40348	Dm.7388	NM_079472		AcCoAS	ACS|AcCoAs|BEST:GH28401|CG9390|Dmel\CG9390|dACS	Acetyl Coenzyme A synthase	protein-coding
Merged-chr2R-7151563-1	chr2R	7151465	7151662	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-1068	NM_136815	36193	Dm.14040	NM_136815		Cpr47Ee	CG13222|DmelCpr47Ee|Dmel\CG13222	Cuticular protein 47Ee	protein-coding
Merged-chr3R-21852637-1	chr3R	21852280	21852995	+	0.000000	wtInsv__insvInsv	Intergenic	Intergenic	-2336	NM_079786	43157	Dm.25014	NM_079786		E(spl)m4-BFM	CG6099|DmelCG6099|Dmel\CG6099|E(spl) m4|E(spl)m4|HLHm4|m4	Enhancer of split m4, Bearded family member	protein-coding
Merged-chrX-16617823-2	chrX	16617626	16617964	+	0.000000	wtElba3__elba3Elba3|Elba3_ChIPnexus_narrowPeak_q10.bed	intron (NM_167538, intron 2 of 3)	(CAA)n|Simple_repeat|Simple_repeat	-2351	NM_001298418	32656	Dm.19724	NM_001103533		CG34325	CG18358|Dmel\CG34325	uncharacterized protein	protein-coding
Merged-chr3L-5627402-1	chr3L	5627302	5627503	+	0.000000	wtElba3__elba3Elba3	intron (NM_001274513, intron 1 of 5)	intron (NM_001274513, intron 1 of 5)	-1713	NM_001274514	38638	Dm.6047	NM_139725		Blimp-1	BLIMP-1|CG5249|Dmel\CG5249|blimp-1|dBlimp-1|dBlimp1	Blimp-1	protein-coding
