PeakID (cmd=annotatePeaks.pl /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/Insv_ChIPnexus_q5_narrowPeak.bed dm3 -genomeOntology /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/ -annStats /home/jwen/projects/qi/elba/code_NC/data/chipnexus_peaks/Insv_ChIPnexus/Insv_ChIPnexus_q5_narrowPeak_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Insv_ChIPnexus_peak_8160	chr3L	20613589	20614043	+	79	NA	promoter-TSS (NM_001316439)	promoter-TSS (NM_001316439)	-57	NM_176374	40285	Dm.1017	NM_176374		knrl	CG4761|Dmel\CG4761|Knrl|NR0A2|knl	knirps-like	protein-coding
Insv_ChIPnexus_peak_13915b	chrX	13181882	13182129	+	79	NA	promoter-TSS (NM_132642)	promoter-TSS (NM_132642)	-79	NM_132642	2768909		NM_132642		CG15744	CT35992|Dmel\CG15744|Q7KV24_DROME	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_12568	chrX	1517377	1517468	+	79	NA	intron (NM_001201597, intron 1 of 7)	(GA)n|Simple_repeat|Simple_repeat	657	NM_001201597	44505	Dm.20757	NM_080020		br	2B5|2Bc|A18|BR|BR-C|BR-C Z1|BR-Z1|BR-Z2|BR-Z3|BR-Z4|BR-c|BRC|BRC-Z1|BRC-Z2|BRC-Z3|BRC-Z4|BR_C|Br|Br-C|Br-C Z2|Br-C-Z3|Br-Z4|BrC|BrC-Z1|BrZ3|CG11491|CG11509|CG11511|CG11514|Dmel\CG11491|Dmel_CG11509|EG:123F11.1|EG:17A9.1|EG:25D2.1|PP1|PP2|Z1|Z2|Z3|Z4|br-C|br-Z1|br-Z2|br-Z3|br-Z4|de12|ecs|l(1)2Ba|l(1)2Bab|l(1)2Bad|l(1)2Bb|l(1)2Bc|l(1)2Bd|l(1)ESHS5|l(1)G0018|l(1)G0042|l(1)G0284|l(1)G0284a|l(1)G0318|l(1)G0401|l(1)PP1|l(1)d norm-12|l(1)d.norm.1|l(1)dn1|l(1)n34|l(1)npr-1|l(1)npr1|l(1)pp-1|l(1)pp-2|l(1)pp1|l(1)pp2|l(1)ts132|l(1)ts144|l(1)ts358|l(1)ts376|npr|npr-1|npr1|nprl|nrp|nrp1|o.c.c.|rbp|rdp|rds|uq	broad	protein-coding
Insv_ChIPnexus_peak_615a	chr2L	5366490	5367248	+	79	NA	Intergenic	Intergenic	14205	NR_124087	19835196		NR_124086		CR42850	CG42850|Dmel\CR42850	ncRNA	ncRNA
Insv_ChIPnexus_peak_9398b	chr3R	5649216	5649722	+	79	NA	promoter-TSS (NM_001104263)	promoter-TSS (NM_001104263)	76	NM_001104263	5740537	Dm.34759	NM_001104263		CG34302	Dmel\CG34302	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_7748c	chr3L	17480193	17480826	+	79	NA	promoter-TSS (NM_001300166)	promoter-TSS (NM_001300166)	-225	NM_001300166	39954	Dm.10826	NM_140732		Oatp74D	CG7571|Dmel\CG7571|oatp 74D	Organic anion transporting polypeptide 74D	protein-coding
Insv_ChIPnexus_peak_440a	chr2L	3813384	3813590	+	79	NA	promoter-TSS (NM_134965)	promoter-TSS (NM_134965)	-77	NM_134965	33606	Dm.2064	NM_134965		CG3407	Dmel\CG3407|cg3407	CG3407	protein-coding
Insv_ChIPnexus_peak_13570	chrX	10357197	10357304	+	79	NA	TTS (NM_132403)	TTS (NM_132403)	2481	NM_001272479	50417	Dm.5773	NM_144291		Neb-cGP	BcDNA:RE31692|BcDNA:RH45340|CG15304|Dmel\CG15304|pncr006:X	Neb-cGP	protein-coding
Insv_ChIPnexus_peak_4569	chr2R	14045689	14045771	+	79	NA	promoter-TSS (NM_137453)	promoter-TSS (NM_137453)	-32	NM_137453	37075	Dm.6067	NM_137453		CG10914	Dmel\CG10914	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_536	chr2L	4627026	4627163	+	79	NA	Intergenic	Intergenic	7248	NR_124075	19835629		NR_124075		CR45452	Dmel\CR45452	ncRNA	ncRNA
Insv_ChIPnexus_peak_8692	chr3R	601205	601403	+	79	NA	promoter-TSS (NM_141236)	promoter-TSS (NM_141236)	-23	NM_141236	40593	Dm.1063	NM_141236		atms	Atms|CG2503|Dmel\CG2503|PAF|PAF1|Paf1|anon-WO0172774.113|anon-WO0172774.114|anon-WO0172774.116|l(3)01456|l(3)02466|l(3)rK509	antimeros	protein-coding
Insv_ChIPnexus_peak_4806a	chr2R	16166374	16166549	+	79	NA	promoter-TSS (NM_137623)	promoter-TSS (NM_137623)	-41	NM_137623	37296	Dm.22095	NM_137623		CG9143	Dmel\CG9143|cg9143	CG9143	protein-coding
Insv_ChIPnexus_peak_2090d	chr2L	16824863	16825339	+	79	NA	5' UTR (NM_078864, exon 1 of 7)	5' UTR (NM_078864, exon 1 of 7)	106	NM_078864	35016	Dm.442	NM_078864		Cas	BcDNA:LD14270|CAS|CG13281|Dcas|Dmel\CG13281|cas|dcas|l(2)k03902	CAS/CSE1 segregation protein	protein-coding
Insv_ChIPnexus_peak_9434	chr3R	5935905	5936015	+	79	NA	promoter-TSS (NM_137801)	promoter-TSS (NM_137801)	-117	NM_169327	37528	Dm.5279	NM_137801		Fmr1	AT24755|BcDNA:GM08679|CG6203|DFMRP|Dmel\CG6203|EP(3)3517|FMR|FMR1|FMRP|FMRp|FXR|Fmrp|cg6203|dFMR|dFMR1|dFMRP|dFXR|dFXR1|dFXRP|dFmr1|dFmrp|dfmr|dfmr1|dfxr|dfxr1|dmfr1|fmr|fmr1	Fmr1	protein-coding
Insv_ChIPnexus_peak_8933a	chr3R	2218374	2218867	+	79	NA	5' UTR (NM_001144544, exon 4 of 12)	5' UTR (NM_001144544, exon 4 of 12)	8563	NM_169140	40791	Dm.1079	NM_141396		godzilla	CG10277|Dmel\CG10277|godzilla[CG10277]	godzilla E3 ubiquitin protein ligase	protein-coding
Insv_ChIPnexus_peak_11450a	chr3R	21850192	21850540	+	79	NA	promoter-TSS (NM_079786)	promoter-TSS (NM_079786)	-65	NM_079786	43157	Dm.25014	NM_079786		E(spl)m4-BFM	CG6099|DmelCG6099|Dmel\CG6099|E(spl) m4|E(spl)m4|HLHm4|m4	Enhancer of split m4, Bearded family member	protein-coding
Insv_ChIPnexus_peak_10330a	chr3R	12834365	12834611	+	79	NA	promoter-TSS (NM_001260217)	promoter-TSS (NM_001260217)	-64	NM_001260217	42050	Dm.4116	NM_142328		CG8907	Dmel\CG8907|LP01469p	CG8907	protein-coding
Insv_ChIPnexus_peak_1424	chr2L	10646853	10647061	+	79	NA	exon (NM_135585, exon 2 of 5)	exon (NM_135585, exon 2 of 5)	542	NM_135585	34461		NM_135585		CG17097	Dmel\CG17097|anon-SAGE:Wang-018	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_9941b	chr3R	10152073	10152433	+	79	NA	promoter-TSS (NM_142099)	promoter-TSS (NM_142099)	158	NM_001260173	41744	Dm.18763	NM_142098		Afti	CG8538|Dmel\CG8538|dAfti	Aftiphilin	protein-coding
Insv_ChIPnexus_peak_4512b	chr2R	13585810	13586066	+	79	NA	promoter-TSS (NM_137404)	promoter-TSS (NM_137404)	-71	NM_137404	37011	Dm.671	NM_137404		rdgBbeta	BcDNA.LD14189|BcDNA:LD14189|CG17818|Dmel\CG17818|DrdgBbeta|RdgB-beta|RdgBbeta	rdgBbeta	protein-coding
Insv_ChIPnexus_peak_1626b	chr2L	12545299	12545501	+	79	NA	intron (NM_080364, intron 1 of 5)	intron (NM_080364, intron 1 of 5)	1211	NM_001042894	34665	Dm.7349	NM_080364		bun	1550|Bun|BunA|CG31857|CG42281|CG5461|Dm_2L:60722|Dmel\CG42281|Dmel_CG31857|Dmel_CG5461|EP(2)0488|TSC-22|Tsc22|bnc|l(2)00255|l(2)02687|l(2)05479|l(2)06475|l(2)k02903|l(2)rI043|shs	bunched	protein-coding
Insv_ChIPnexus_peak_10061b	chr3R	11113612	11113787	+	79	NA	promoter-TSS (NM_169641)	promoter-TSS (NM_169641)	-35	NM_169641	41852	Dm.19116	NM_079636		Tm1	1305/10|2299|BcDNA:GH09289|BcDNA:LD37158|BcDNA:SD21996|CG4898|Dm Tm1|Dm TmH33|Dm TmH34|DmTm1|Dmel\CG4898|PmI|TM|TM1|TMII|Tm|TmH|TmH-33|TmH-34|TmH33|TmH34|TmII|Tmr33|Tmr34|TnH|TnH-33|TnH-34|cTM|cTm|cTmII|chr3R:11122272..11122408|l(3)02299|l(3)S130510|l(3)s2958|mTmII|region 3|tm1|tmII|tropomyosin	Tropomyosin 1	protein-coding
Insv_ChIPnexus_peak_8229e	chr3L	21028251	21029471	+	79	NA	intron (NM_168881, intron 1 of 5)	intron (NM_168881, intron 1 of 5)	1226	NM_168881	40327	Dm.1023	NM_168881		siz	CG10577|CG12980|CG12981|CG32434|Dmel\CG32434|Loner|loner	schizo	protein-coding
Insv_ChIPnexus_peak_8871a	chr3R	1580454	1580659	+	79	NA	promoter-TSS (NM_141325)	promoter-TSS (NM_141325)	-60	NM_141325	40711	Dm.11568	NM_141325		CG2091	Dmel\CG2091	CG2091	protein-coding
Insv_ChIPnexus_peak_8371	chr3L	22058856	22059117	+	79	NA	promoter-TSS (NM_141120)	promoter-TSS (NM_141120)	-21	NM_001275272	40447	Dm.15058	NM_141120		CG14561	Dmel\CG14561	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_9660a	chr3R	7585153	7585411	+	79	NA	exon (NM_169423, exon 1 of 6)	exon (NM_169423, exon 1 of 6)	519	NM_169423	44672	Dm.7890	NM_143729		Lk6	CG17342|CG6929|Dmel\CG17342|LK6|MESR8|MNK/LK6|anon-WO0172774.84|lk6	Lk6 kinase	protein-coding
Insv_ChIPnexus_peak_5949b	chr3L	3127515	3127876	+	79	NA	promoter-TSS (NM_139513)	promoter-TSS (NM_139513)	29	NM_139513	38372	Dm.3053	NM_139513		prominin-like	CG7740|Dmel\CG7740|bs29e02.y1	prominin-like	protein-coding
Insv_ChIPnexus_peak_12552a	chrX	1293645	1293984	+	79	NA	Intergenic	Intergenic	6727	NM_130554	31090	Dm.12	NM_130554		CG11448	Dmel\CG11448|EG:132E8.4	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_13809	chrX	12490744	12490855	+	79	NA	promoter-TSS (NM_001103493)	promoter-TSS (NM_001103493)	90	NM_132584	32209	Dm.31053	NM_132584		Sec16	BcDNA:RE70141|CG18079|CG2551|CG32654|Dmel\CG32654|dSec16|dsec16|sec16|sec26	Secretory 16	protein-coding
Insv_ChIPnexus_peak_12409	chrX	149676	149834	+	79	NA	promoter-TSS (NM_057682)	promoter-TSS (NM_057682)	48	NM_057682	30973	Dm.2294	NM_057682		cin	CG2945|CIN|Dmel\CG2945|EG:BACR37P7.3|fs(1)M50|l(1)1Ae|l(1)G0142	cinnamon	protein-coding
Insv_ChIPnexus_peak_10763	chr3R	16658446	16658581	+	79	NA	promoter-TSS (NM_001275858)	promoter-TSS (NM_001275858)	-8	NM_176520	42467	Dm.2000	NM_176520		Synd	CG15694|CG33094|D-Synd|Dmel\CG33094|synd	Syndapin	protein-coding
Insv_ChIPnexus_peak_1266	chr2L	9758262	9758428	+	79	NA	promoter-TSS (NM_057953)	promoter-TSS (NM_057953)	3	NM_057953	34292	Dm.4516	NM_057953		zf30C	C282|CG3998|Dmel\CG3998|Zf30C|Zf30c|Zn30C|anon-EST:Liang-1.52|clone 1.52|l(2)k02506|zf30c	zinc finger protein 30C	protein-coding
Insv_ChIPnexus_peak_7307	chr3L	14543963	14544093	+	79	NA	promoter-TSS (NM_140451)	promoter-TSS (NM_140451)	47	NM_168589	39588	Dm.5438	NM_140451		Gbs-70E	CG9238|Dmel\CG9238|anon-WO0118547.400	Glycogen binding subunit 70E	protein-coding
Insv_ChIPnexus_peak_10884	chr3R	17325331	17325605	+	79	NA	promoter-TSS (NM_057525)	promoter-TSS (NM_057525)	-240	NM_057525	42544	Dm.2657	NM_057525		C15	311|93Bal|CG7937|Cll|Dmel\CG7937|Ect5|Hox11-311|c15|cll	C15	protein-coding
Insv_ChIPnexus_peak_10797a	chr3R	16890068	16890337	+	79	NA	promoter-TSS (NM_079702)	promoter-TSS (NM_079702)	-9	NM_001260294	42491	Dm.4483	NM_079702		Cortactin	CG3637|Dmel\CG3637|cortactin|cttn	cortactin	protein-coding
Insv_ChIPnexus_peak_4041b	chr2R	10195576	10195741	+	79	NA	promoter-TSS (NM_001103837)	promoter-TSS (NM_001103837)	11	NM_001299488	36592	Dm.2231	NM_137108		Shroom	CG13942|CG13944|CG34379|CG8603|Dmel\CG34379|Dmel_CG13942|Dmel_CG8603|Shrm|Shrooom|dShrm|dmShroom	shroom	protein-coding
Insv_ChIPnexus_peak_5173	chr2R	19270931	19270997	+	79	NA	promoter-TSS (NR_124713)	promoter-TSS (NR_124713)	-17	NM_166597	50133	Dm.20452	NM_144045		CG13551	BcDNA:RE33866|Dmel\CG13551|SK[[66]]	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_1070	chr2L	8433753	8433850	+	79	NA	promoter-TSS (NM_057220)	promoter-TSS (NM_057220)	-203	NM_057220	34171	Dm.355	NM_057220		grk	CG17610|CT32746|Dmel\CG17610|GRK|Grk|s-Grk	gurken	protein-coding
Insv_ChIPnexus_peak_5356a	chr2R	20494703	20494833	+	79	NA	promoter-TSS (NM_138102)	promoter-TSS (NM_138102)	-22	NM_138102	37937		NM_138102		CG42360	CG13588|CG3579|Dmel\CG42360|Dmel_CG13588|Dmel_CG3579	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_6290a	chr3L	6061096	6061544	+	79	NA	intron (NM_139762, intron 1 of 2)	intron (NM_139762, intron 1 of 2)	1924	NM_139762	38689	Dm.25447	NM_139762		CG42269	CG6596|CG6600|Dmel\CG42269|Dmel_CG6596|Dmel_CG6600	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_9941a	chr3R	10152073	10152433	+	79	NA	promoter-TSS (NM_142099)	promoter-TSS (NM_142099)	158	NM_001260173	41744	Dm.18763	NM_142098		Afti	CG8538|Dmel\CG8538|dAfti	Aftiphilin	protein-coding
Insv_ChIPnexus_peak_12513b	chrX	1027956	1028483	+	79	NA	5' UTR (NM_001103392, exon 1 of 5)	5' UTR (NM_001103392, exon 1 of 5)	710	NM_001272190	31056	Dm.1956	NM_130526		CG3655	Dmel\CG3655|EG:103E12.3|RE126B2	CG3655	protein-coding
Insv_ChIPnexus_peak_4641a	chr2R	14689837	14690557	+	79	NA	promoter-TSS (NM_001299662)	promoter-TSS (NM_001299662)	-287	NM_001299662	46085	Dm.10938	NM_143781		MFS14	8717|CG15095|Dmel\CG15095|l(2)08717|l208717|lethal (2) 08717|lethal(2)08717	Major Facilitator Superfamily Transporter 14	protein-coding
Insv_ChIPnexus_peak_4044b	chr2R	10207530	10207684	+	79	NA	intron (NM_001299488, intron 2 of 9)	intron (NM_001299488, intron 2 of 9)	11960	NM_001299488	36592	Dm.2231	NM_137108		Shroom	CG13942|CG13944|CG34379|CG8603|Dmel\CG34379|Dmel_CG13942|Dmel_CG8603|Shrm|Shrooom|dShrm|dmShroom	shroom	protein-coding
Insv_ChIPnexus_peak_929a	chr2L	7543863	7544147	+	79	NA	exon (NM_001014479, exon 1 of 5)	exon (NM_001014479, exon 1 of 5)	422	NM_001014479	34032	Dm.3069	NM_144299		RapGAP1	CG13789|CG13790|CG13791|CG33529|CG34374|CG44086|CG6682|Dmel\CG44086|Dmel_CG13790|Dmel_CG13791|Dmel_CG33529|Dmel_CG34374|FBpp0111515|Q9VM02_DROME|RapGap1|Rapgap1|rapgap1	Rap GTPase activating protein 1	protein-coding
Insv_ChIPnexus_peak_1875	chr2L	15039704	15039828	+	79	NA	promoter-TSS (NM_080199)	promoter-TSS (NM_080199)	278	NM_001299019	34881	Dm.2288	NM_057520		Su(H)	BG:DS00929.10|C|CBF1|CG3497|CSL|D|Dmel\CG3497|E(H)|FTZ-F2|RBJK_DROME|RBP-J kappa|RBP-J[[Kappa]]|RBP-Jkappa|SU(H)|SUH|Su(h)|SuH|Su_H|anon-WO0257455.3|br7|dRBP-JK|dRBP-J[[Kappa]]|dRBP-Jk|l(1)br7|l(2)35Bh|l(2)br7|l(2)k07904|oss|su(H)	Suppressor of Hairless	protein-coding
Insv_ChIPnexus_peak_4641c	chr2R	14689837	14690557	+	79	NA	promoter-TSS (NM_001299662)	promoter-TSS (NM_001299662)	-287	NM_001299662	46085	Dm.10938	NM_143781		MFS14	8717|CG15095|Dmel\CG15095|l(2)08717|l208717|lethal (2) 08717|lethal(2)08717	Major Facilitator Superfamily Transporter 14	protein-coding
Insv_ChIPnexus_peak_12602b	chrX	1774258	1774656	+	79	NA	promoter-TSS (NM_130599)	promoter-TSS (NM_130599)	-107	NM_001272218	31148	Dm.19626	NM_130600		CG14806	Apop1|Dmel\CG14806	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_9538	chr3R	6666597	6666895	+	79	NA	intron (NM_176458, intron 6 of 11)	intron (NM_176458, intron 6 of 11)	-8801	NM_001260106	7354424	Dm.25144	NM_001144563		CG42394	Dmel\CG42394	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_14259h	chrX	16277371	16279043	+	79	NA	promoter-TSS (NM_167513)	promoter-TSS (NM_167513)	92	NM_167513	32605	Dm.180	NM_132893		CG9992	Dmel\CG9992	CG9992	protein-coding
Insv_ChIPnexus_peak_13293	chrX	7848226	7848335	+	79	NA	TTS (NM_132200)	TTS (NM_132200)	1743	NM_132201	31714	Dm.17614	NM_132201		CG15332	Dmel\CG15332	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_1155f	chr2L	8996944	8997692	+	79	NA	promoter-TSS (NM_078793)	promoter-TSS (NM_078793)	61	NM_001273347	34225	Dm.20642	NM_078793		alien	Alien|BcDNA:LD10463|CG9556|CH2|CSN2|Csn2|DCH2|Dch2|Dmel\CG9556	alien	protein-coding
Insv_ChIPnexus_peak_6466b	chr3L	7902456	7902835	+	79	NA	promoter-TSS (NM_001104070)	promoter-TSS (NM_001104070)	-207	NM_001104070	38879	Dm.2712	NM_079241		pbl	0083/20|0293/09|0542/03|CG8114|Dmel\CG8114|ECT2|Ect-2|GEF|PBL|Pbl|Pbl/Ect2|anon-WO0172774.22|anon-WO0172774.25|l(3)09645	pebble	protein-coding
Insv_ChIPnexus_peak_10616	chr3R	15055103	15055154	+	79	NA	promoter-TSS (NM_142537)	promoter-TSS (NM_142537)	-57	NM_142537	42309		NM_142537		CG3773	Dmel\CG3773|anon-EST:fe2D10|anon-EST:fe2D12	CG3773	protein-coding
Insv_ChIPnexus_peak_5707	chr3L	1034832	1034958	+	79	NA	promoter-TSS (NM_167851)	promoter-TSS (NM_167851)	-20	NM_167847	43974	Dm.803	NM_143703		trio	0368/10|0959/14|1372/03|1386/06|BEST:LD36950|CG18214|CG9208|DTrio|Dmel\CG18214|M89|TRIO|Trio|UNC-73/Trio|dTrio|l(3)036810|l(3)6D104|l(3)S036810|l(3)S095914|l(3)S137203|l(3)S138606|l(3)S[1372/3]|l(3)S[1386/06]|l(3)trio	trio	protein-coding
Insv_ChIPnexus_peak_9051	chr3R	2956740	2956877	+	79	NA	promoter-TSS (NM_001202261)	promoter-TSS (NM_001202261)	-474	NM_001202261	318765	Dm.26570	NM_169174		CG31493	CG2640|Dmel\CG31493	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_8501	chr3L	23089323	23089447	+	79	NA	promoter-TSS (NM_001300224)	promoter-TSS (NM_001300224)	-787	NM_001300224	48448	Dm.1750	NM_080179		CkIIalpha	0958/08|CG17520|CJIIalpha|CK II|CK-2|CK-II|CK-II alpha|CK2|CK2 alpha|CK2-alpha|CK2a|CK2alpha|CKII|CKII alpha|CKII-alpha|CKIIa|CKIIalfa|CKIIalpha|Cask-II-a|Ck2alpha|CkII|DmCK2alpha|DmCKIIalpha|Dmel\CG17520|Tik|alphaCK2|anon-WO02059370.53|ck2alpha|ckIIalpha|dCK2alpha|dCKII|dCKII alpha|l(3)S095808	casein kinase IIalpha	protein-coding
Insv_ChIPnexus_peak_11647b	chr3R	24684769	24685111	+	79	NA	promoter-TSS (NM_079991)	promoter-TSS (NM_079991)	-4	NM_001276121	44266	Dm.7735	NM_079991		Inx3	CG1448|Dm-inx3|Dmel\CG1448|FBpp0084719|INX-3|Ix3|anon-EST:fe2B11|inx-3|inx3	Innexin 3	protein-coding
Insv_ChIPnexus_peak_12330	chrU	5293744	5293977	+	79	NA	Intergenic	Intergenic	-120463	NR_026600	7354439		NR_026600		Su(Ste):CR42406	CR42406|Dmel\CR42406|RR42186	ncRNA	ncRNA
Insv_ChIPnexus_peak_2929	chr2R	2488011	2488236	+	79	NA	exon (NM_136370, exon 3 of 3)	exon (NM_136370, exon 3 of 3)	360	NM_136370	35556	Dm.494	NM_136370		CG15233	BEST:LD11861|Dmel\CG15233	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_905a	chr2L	7409748	7409867	+	78	NA	promoter-TSS (NM_135271)	promoter-TSS (NM_135271)	2	NM_135271	34018	Dm.12196	NM_135271		CG5181	CC24|Dmel\CG5181	CG5181	protein-coding
Insv_ChIPnexus_peak_2344b	chr2L	19378496	19378874	+	78	NA	Intergenic	Intergenic	-2245	NM_136114	35210	Dm.30745	NM_136114		CG17350	Dmel\CG17350	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_4712a	chr2R	15329629	15329894	+	78	NA	promoter-TSS (NM_057706)	promoter-TSS (NM_057706)	-86	NM_057706	37235	Dm.700	NM_057706		RpL11	BcDNA:LD17235|CG7726|DL11|Dmel\CG7726|EST A|L11|RPL11|Rp L11|chr2R:14957112..14957299|l(2)k16914	Ribosomal protein L11	protein-coding
Insv_ChIPnexus_peak_5225b	chr2R	19738506	19738712	+	78	NA	promoter-TSS (NM_137995)	promoter-TSS (NM_137995)	-13	NM_137995	47457	Dm.754	NM_137995		ytr	CG18426|Dmel\CG18426|YTR|Ytr|b(2)gcn|bgcn|l(2)60A-F|l(2)k13108|l(2)k13214	yantar	protein-coding
Insv_ChIPnexus_peak_11231	chr3R	20060594	20060723	+	78	NA	promoter-TSS (NM_001300571)	promoter-TSS (NM_001300571)	-134	NM_001275974	50070	Dm.7426	NM_176556		mask	CG18671|CG31138|CG33106|CG6268|CG6313|Dmel\CG33106|EC3-6|MASK|Mask|cg6313	multiple ankyrin repeats single KH domain	protein-coding
Insv_ChIPnexus_peak_10615b	chr3R	15051963	15052849	+	78	NA	promoter-TSS (NM_079680)	promoter-TSS (NM_079680)	-33	NM_001275797	42306	Dm.1575	NM_079680		vib	0450/02|1104/16|CG5269|Dm-PITPalpha|Dmel\CG5269|PITP|PITP-DM|Vib|anon-WO0142479.3|anon-WO0172774.12|anon-WO0172774.16|anon-WO0172774.28|gio|l(3)S045002|l(3)S045002c|l(3)S110416|l(3)j4A3|l(3)j5A6|l(3)j7A3|l(3)j7C8	vibrator	protein-coding
Insv_ChIPnexus_peak_3629	chr2R	7599720	7599839	+	78	NA	promoter-TSS (NM_001103805)	promoter-TSS (NM_001103805)	11	NM_001103805	36255		NM_001103805		pyr	CG13194|DFGF8-2|DmPyr|Dmel\CG13194|FGF8-like2|Pyr|fgf8-like	pyramus	protein-coding
Insv_ChIPnexus_peak_1145b	chr2L	8943181	8943365	+	78	NA	promoter-TSS (NM_001032062)	promoter-TSS (NM_001032062)	-16	NM_001298840	3771965		NM_001032062		CG9515	BEST:GH06087|CG33085|Dmel\CG9515|gh06087	CG9515	protein-coding
Insv_ChIPnexus_peak_4495b	chr2R	13480676	13480804	+	78	NA	promoter-TSS (NM_166241)	promoter-TSS (NM_166241)	444	NM_001274132	36999	Dm.2783	NM_079055		Smurf	CG4943|D-smurf|DSmurf|Dmel\CG4943|Dsmurf|LACK|Lack|SMURF|Smurf ubiquitin ligase|d-smurf|dSmurf|dSmurf1|lack|smurf	SMAD specific E3 ubiquitin protein ligase	protein-coding
Insv_ChIPnexus_peak_9828	chr3R	9260155	9260272	+	78	NA	5' UTR (NM_001144574, exon 1 of 10)	5' UTR (NM_001144574, exon 1 of 10)	493	NM_001144574	41656	Dm.1183	NM_142034		yrt	CG9764|Dmel\CG9764|Nbl4|Yrt|dlhB|l(3)87Ek|l(3)E19|l(3)m112|m112	yurt	protein-coding
Insv_ChIPnexus_peak_4906a	chr2R	17029355	17029843	+	78	NA	promoter-TSS (NM_137708)	promoter-TSS (NM_137708)	-130	NM_001299732	37403	Dm.714	NM_137707		Magi	CG15656|CG30388|CG4117|D-MAGI|Dmel\CG30388|Ima|ima|magi	magi	protein-coding
Insv_ChIPnexus_peak_9270	chr3R	4834074	4834284	+	78	NA	promoter-TSS (NM_001275467)	promoter-TSS (NM_001275467)	-13	NM_001275467	41081	Dm.17066	NM_141603		CG11983	Dmel\CG11983	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_5174a	chr2R	19273070	19274090	+	78	NA	promoter-TSS (NM_001169794)	promoter-TSS (NM_001169794)	374	NM_166599	246602		NM_166599		roh	CG30415|CG3487|Dmel\CG30415|anon-SAGE:Wang-079	reduction of Rh1	protein-coding
Insv_ChIPnexus_peak_9579a	chr3R	7063426	7063575	+	78	NA	promoter-TSS (NM_141803)	promoter-TSS (NM_141803)	-37	NM_001260113	41355	Dm.33448	NM_141803		CG31388	BcDNA:GH10523|CG17722|CG5135|Dmel\CG31388	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_706	chr2L	6050737	6050918	+	78	NA	promoter-TSS (NM_135141)	promoter-TSS (NM_135141)	-12	NM_164679	33850	Dm.4234	NM_135141		CG9135	Dmel\CG9135	CG9135	protein-coding
Insv_ChIPnexus_peak_4089	chr2R	10656885	10657041	+	78	NA	promoter-TSS (NM_137144)	promoter-TSS (NM_137144)	-35	NM_001274050	36643	Dm.6750	NM_137144		Spred	AE33|CG10155|Dm AE33|Dmel\CG10155|dSPRED|spred	Sprouty-related protein with EVH-1 domain	protein-coding
Insv_ChIPnexus_peak_2261d	chr2L	18881197	18881662	+	78	NA	promoter-TSS (NM_057427)	promoter-TSS (NM_057427)	-168	NM_001299139	35147	Dm.4717	NM_057426		tup	CG10619|Dmel\CG10619|Isl|Islet|TUP|Tup|isl|islet|l(2)37Aa|l(2)E41	tailup	protein-coding
Insv_ChIPnexus_peak_7107a	chr3L	13000906	13001422	+	78	NA	promoter-TSS (NM_001274863)	promoter-TSS (NM_001274863)	-221	NM_001274863	39473	Dm.18894	NM_001259808		CG14117	BcDNA:RE44251|Dmel\CG14117	uncharacterized protein	protein-coding
Insv_ChIPnexus_peak_2633	chr2L	21624112	21624196	+	78	NA	promoter-TSS (NR_048036)	promoter-TSS (NR_048036)	-74	NM_001299196	35417	Dm.7383	NM_136271		CG2201	Dmel\CG2201	CG2201	protein-coding
Insv_ChIPnexus_peak_10283b	chr3R	12637496	12637823	+	78	NA	intron (NM_169733, intron 3 of 4)	intron (NM_169733, intron 3 of 4)	10638	NR_125188	19836031		NR_125188		CR45751	Dmel\CR45751	ncRNA	ncRNA
Insv_ChIPnexus_peak_12583a	chrX	1668567	1669767	+	78	NA	intron (NM_001258540, intron 1 of 11)	intron (NM_001258540, intron 1 of 11)	607	NM_001258540	31130	Dm.19	NM_130584		Adar	ADAR|ADAR1|CG12598|Dmel\CG12598|EG:BACN35H14.1|adar|adr|cg12598|dADAR|dAdar|dadar|hypnos-2	Adenosine deaminase acting on RNA	protein-coding
